Mutant_ID,JavaFile,MD5,ClassFile,Alive,Game_ID,Class_ID,RoundCreated,RoundKilled,Equivalent,Player_ID,NumberAiKillingTests,Timestamp,Points,MutatedLines,KillMessage
6589,mutants/mp/1454/5/00000001/Lift.java,cfe2efcc42d004e75eef328c4dd1b5a5,mutants/mp/1454/5/00000001/Lift.class,0,1454,236,1,1,ASSUMED_YES,7144,0,2026-01-26 04:48:00,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,57,58,59,61",
6590,mutants/mp/1454/5/00000002/Lift.java,5c9a950409db5917fe31db04c0d25014,mutants/mp/1454/5/00000002/Lift.class,0,1454,236,1,1,ASSUMED_YES,7144,0,2026-01-26 04:48:18,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,52,56,57,58,61,74,83",
6591,mutants/mp/1456/5/00000001/Lift.java,131c256301f0c3e2aa8f61ba8f6942fe,mutants/mp/1456/5/00000001/Lift.class,0,1456,236,1,1,ASSUMED_NO,7143,0,2026-01-26 04:48:18,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,27,32,36,40,44,48,52,56,57,58,60,61,64,69,74,83","[junit] Testcase: test took 0.012 sec
[junit] expected:<0> but was:<1>
[junit] junit.framework.AssertionFailedError: expected:<0> but was:<1>
[junit] 	at TestLift.test(TestLift.java:12)
[junit] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:1583)
"
6592,mutants/mp/1454/5/00000003/Lift.java,77e845380c5ea8e30cb80bbbc6d6bcd5,mutants/mp/1454/5/00000003/Lift.class,0,1454,236,1,1,ASSUMED_YES,7144,0,2026-01-26 04:48:31,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,57,58,60,64,69",
6593,mutants/mp/1457/5/00000001/Lift.java,fcba4acf9221e45e45c270d5b50bfc9d,,0,1457,236,1,,ASSUMED_NO,7145,0,2026-01-26 04:48:47,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,74,75,78,80,83",
6594,mutants/mp/1455/5/00000001/Lift.java,85c86042f15953d5397011e3467494ee,mutants/mp/1455/5/00000001/Lift.class,0,1455,236,1,1,ASSUMED_YES,7142,0,2026-01-26 04:49:02,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,57,58,75",
6595,mutants/mp/1457/5/00000002/Lift.java,d99658d4f31a1dbea47de7685e477e79,mutants/mp/1457/5/00000002/Lift.class,0,1457,236,1,1,ASSUMED_YES,7145,0,2026-01-26 04:49:02,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,57,58,59,61",
6596,mutants/mp/1455/5/00000002/Lift.java,c83c8b3442a75844133d5d40a851190a,mutants/mp/1455/5/00000002/Lift.class,0,1455,236,1,1,ASSUMED_YES,7142,0,2026-01-26 04:49:17,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,57,58,59,61",
6597,mutants/mp/1456/5/00000002/Lift.java,cfe2efcc42d004e75eef328c4dd1b5a5,mutants/mp/1456/5/00000002/Lift.class,0,1456,236,1,1,ASSUMED_YES,7143,0,2026-01-26 04:49:32,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,57,58,59,61",
6598,mutants/mp/1455/5/00000003/Lift.java,cedb24510820f2195f0dce0ba9ba2c62,mutants/mp/1455/5/00000003/Lift.class,0,1455,236,1,1,ASSUMED_YES,7142,0,2026-01-26 04:49:32,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,52,56,57,58",
6599,mutants/mp/1453/5/00000001/Lift.java,28e9c534d4a3125b0829f75e45ef82f4,mutants/mp/1453/5/00000001/Lift.class,0,1453,236,1,1,ASSUMED_YES,7141,0,2026-01-26 04:50:02,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,25,29,34,38,42,46,50,52,54,57,62,67,72",
